UKCP Local derived uplifts for 2050, 100y RL, 1hr Pr OSGB-1936/EPSG:27700
"easting","northing","Uplift_50","Uplift_95"
362500,332500,20,35
367500,332500,20,35
372500,332500,20,35
377500,332500,20,35
382500,332500,20,35
387500,332500,20,35
392500,332500,20,35
397500,332500,20,35
402500,332500,20,35
407500,332500,20,35
412500,332500,20,35
417500,332500,20,35
422500,332500,20,35
427500,332500,20,35
432500,332500,20,35
437500,332500,20,35
442500,332500,20,35
447500,332500,20,35
452500,332500,20,35
457500,332500,20,35
462500,332500,20,35
467500,332500,20,35
472500,332500,20,35
477500,332500,20,35
482500,332500,20,35
487500,332500,20,35
492500,332500,20,35
497500,332500,20,35
502500,332500,20,35
507500,332500,20,40
512500,332500,20,40
517500,332500,20,40
522500,332500,20,40
527500,332500,20,40
532500,332500,20,40
537500,332500,20,40
542500,332500,20,40
567500,332500,20,40
572500,332500,20,40
577500,332500,20,40
582500,332500,20,40
587500,332500,20,40
592500,332500,20,40
597500,332500,20,40
602500,332500,20,40
607500,332500,20,40
612500,332500,20,40
617500,332500,20,40
622500,332500,20,40
627500,332500,20,45
632500,332500,20,45
637500,332500,20,45
222500,337500,20,35
227500,337500,20,40
232500,337500,20,40
237500,337500,20,40
242500,337500,20,40
247500,337500,20,40
252500,337500,20,40
257500,337500,20,40
262500,337500,25,40
267500,337500,25,40
272500,337500,25,40
277500,337500,25,45
282500,337500,25,45
287500,337500,20,40
292500,337500,20,40
297500,337500,20,40
302500,337500,20,35
307500,337500,20,35
312500,337500,20,35
317500,337500,20,35
322500,337500,20,35
327500,337500,20,35
332500,337500,20,35
337500,337500,20,35
342500,337500,20,35
347500,337500,20,35
352500,337500,20,35
357500,337500,20,35
362500,337500,20,35
367500,337500,20,35
372500,337500,20,35
377500,337500,20,35
382500,337500,20,35
387500,337500,20,35
392500,337500,20,35
397500,337500,20,35
402500,337500,20,35
407500,337500,20,35
412500,337500,20,35
417500,337500,20,35
422500,337500,20,35
427500,337500,20,35
432500,337500,20,35
437500,337500,20,35
442500,337500,20,35
447500,337500,20,35
452500,337500,20,35
457500,337500,20,35
462500,337500,20,35
467500,337500,20,35
472500,337500,20,35
477500,337500,20,35
482500,337500,20,35
487500,337500,20,35
492500,337500,20,35
497500,337500,20,35
502500,337500,20,35
507500,337500,20,35
512500,337500,20,40
517500,337500,20,40
522500,337500,20,40
527500,337500,20,40
532500,337500,20,40
537500,337500,20,40
567500,337500,20,40
572500,337500,20,40
577500,337500,20,40
582500,337500,20,40
587500,337500,20,40
592500,337500,20,40
597500,337500,20,40
602500,337500,20,40
607500,337500,20,40
612500,337500,20,40
617500,337500,20,40
622500,337500,20,45
627500,337500,20,45
632500,337500,20,45
227500,342500,20,40
232500,342500,20,40
237500,342500,20,40
242500,342500,25,40
247500,342500,25,40
252500,342500,25,40
257500,342500,25,45
262500,342500,25,40
267500,342500,25,45
272500,342500,25,45
277500,342500,25,45
282500,342500,25,45
287500,342500,20,40
292500,342500,20,40
297500,342500,20,40
302500,342500,20,35
307500,342500,20,35
312500,342500,20,35
317500,342500,20,35
322500,342500,20,35
327500,342500,20,35
332500,342500,20,35
337500,342500,20,35
342500,342500,20,35
347500,342500,20,35
352500,342500,20,35
357500,342500,20,35
362500,342500,20,35
367500,342500,20,35
372500,342500,20,35
377500,342500,20,35
382500,342500,20,35
387500,342500,20,35
392500,342500,20,35
397500,342500,20,35
402500,342500,20,35
407500,342500,20,35
412500,342500,20,35
417500,342500,20,35
422500,342500,20,35
427500,342500,20,35
432500,342500,20,35
437500,342500,20,35
442500,342500,20,35
447500,342500,20,35
452500,342500,20,35
457500,342500,20,35
462500,342500,20,35
467500,342500,20,35
472500,342500,20,35
477500,342500,20,35
482500,342500,20,35
487500,342500,20,35
492500,342500,20,35
497500,342500,20,35
502500,342500,20,35
507500,342500,20,35
512500,342500,20,40
517500,342500,20,40
522500,342500,20,40
527500,342500,20,40
532500,342500,20,40
537500,342500,20,40
567500,342500,20,40
572500,342500,20,40
577500,342500,20,40
582500,342500,20,40
587500,342500,20,40
592500,342500,20,40
597500,342500,20,40
602500,342500,20,40
607500,342500,20,40
612500,342500,20,40
617500,342500,20,40
622500,342500,20,45
237500,347500,20,40
242500,347500,25,40
247500,347500,25,40
252500,347500,25,45
257500,347500,25,45
262500,347500,25,45
267500,347500,25,50
272500,347500,25,50
277500,347500,25,45
282500,347500,20,40
287500,347500,20,40
292500,347500,20,40
297500,347500,20,35
302500,347500,20,35
307500,347500,20,35
312500,347500,20,35
317500,347500,20,35
322500,347500,20,35
327500,347500,20,35
332500,347500,20,35
337500,347500,20,35
342500,347500,20,35
347500,347500,20,35
352500,347500,20,35
357500,347500,20,35
362500,347500,20,35
367500,347500,20,35
372500,347500,20,35
377500,347500,20,35
382500,347500,20,35
387500,347500,20,35
392500,347500,20,35
397500,347500,20,35
402500,347500,20,35
407500,347500,20,35
412500,347500,20,35
417500,347500,20,35
422500,347500,20,35
427500,347500,20,35
432500,347500,20,35
437500,347500,20,35
442500,347500,20,35
447500,347500,20,35
452500,347500,20,35
457500,347500,20,35
462500,347500,20,35
467500,347500,20,35
472500,347500,20,35
477500,347500,20,35
482500,347500,20,35
487500,347500,20,35
492500,347500,20,35
497500,347500,20,35
502500,347500,20,35
507500,347500,20,40
512500,347500,20,40
517500,347500,20,40
522500,347500,20,40
527500,347500,20,40
532500,347500,20,40
537500,347500,20,40
542500,347500,20,40
582500,347500,20,40
242500,352500,20,40
247500,352500,25,40
252500,352500,25,40
257500,352500,25,45
262500,352500,25,50
267500,352500,25,50
272500,352500,25,45
277500,352500,25,40
282500,352500,20,40
287500,352500,20,35
292500,352500,20,35
297500,352500,20,35
302500,352500,20,35
307500,352500,20,35
312500,352500,20,35
317500,352500,20,35
322500,352500,20,35
327500,352500,20,35
332500,352500,20,35
337500,352500,20,35
342500,352500,20,35
347500,352500,20,35
352500,352500,20,35
357500,352500,20,35
362500,352500,20,35
367500,352500,20,35
372500,352500,20,35
377500,352500,20,35
382500,352500,20,35
387500,352500,20,35
392500,352500,20,35
397500,352500,20,35
402500,352500,20,35
407500,352500,20,35
412500,352500,20,35
417500,352500,20,35
422500,352500,20,35
427500,352500,20,35
432500,352500,20,35
437500,352500,20,35
442500,352500,20,35
447500,352500,20,35
452500,352500,20,35
457500,352500,20,35
462500,352500,20,35
467500,352500,20,35
472500,352500,20,35
477500,352500,20,35
482500,352500,20,35
487500,352500,20,35
492500,352500,20,35
497500,352500,20,35
502500,352500,20,35
507500,352500,20,35
512500,352500,20,40
517500,352500,20,40
522500,352500,20,40
527500,352500,20,40
532500,352500,20,40
537500,352500,20,40
542500,352500,20,40
547500,352500,20,40
242500,357500,20,40
247500,357500,20,40
252500,357500,25,40
257500,357500,25,45
262500,357500,25,45
267500,357500,25,50
272500,357500,25,45
277500,357500,20,40
282500,357500,20,35
287500,357500,20,40
292500,357500,20,40
297500,357500,20,35
302500,357500,20,35
307500,357500,20,35
312500,357500,20,35
317500,357500,20,35
322500,357500,20,35
327500,357500,20,35
332500,357500,20,35
337500,357500,20,35
342500,357500,20,35
347500,357500,20,35
352500,357500,20,35
357500,357500,20,35
362500,357500,20,35
367500,357500,20,35
372500,357500,20,35
377500,357500,20,35
382500,357500,20,35
387500,357500,20,35
392500,357500,20,35
397500,357500,20,35
402500,357500,20,35
407500,357500,20,40
412500,357500,20,35
417500,357500,20,35
422500,357500,20,35
427500,357500,20,35
432500,357500,20,35
437500,357500,20,35
442500,357500,20,35
447500,357500,20,35
452500,357500,20,35
457500,357500,20,35
462500,357500,20,35
467500,357500,20,35
472500,357500,20,35
477500,357500,20,35
482500,357500,20,35
487500,357500,20,35
492500,357500,20,35
497500,357500,20,35
502500,357500,20,35
507500,357500,20,35
512500,357500,20,40
517500,357500,20,40
522500,357500,20,40
527500,357500,20,40
532500,357500,20,40
537500,357500,20,40
542500,357500,20,40
547500,357500,20,40
552500,357500,20,40
242500,362500,20,40
247500,362500,20,40
252500,362500,20,40
257500,362500,25,40
262500,362500,25,45
267500,362500,25,50
272500,362500,25,45
277500,362500,20,40
282500,362500,20,35
287500,362500,20,35
292500,362500,20,35
297500,362500,20,35
302500,362500,20,35
307500,362500,20,35
312500,362500,20,35
317500,362500,20,35
322500,362500,20,35
327500,362500,20,35
332500,362500,20,35
337500,362500,20,35
342500,362500,20,35
347500,362500,20,35
352500,362500,20,35
357500,362500,20,35
362500,362500,20,35
367500,362500,20,35
372500,362500,20,35
377500,362500,20,35
382500,362500,20,35
387500,362500,20,35
392500,362500,20,35
397500,362500,20,35
402500,362500,20,40
407500,362500,20,40
412500,362500,20,35
417500,362500,20,35
422500,362500,20,35
427500,362500,20,35
432500,362500,20,35
437500,362500,20,35
442500,362500,20,35
447500,362500,20,35
452500,362500,20,35
457500,362500,20,35
462500,362500,20,35
467500,362500,20,35
472500,362500,20,35
477500,362500,20,35
482500,362500,20,35
487500,362500,20,35
492500,362500,20,35
497500,362500,20,35
502500,362500,20,35
507500,362500,20,35
512500,362500,20,40
517500,362500,20,40
522500,362500,20,40
527500,362500,20,40
532500,362500,20,40
537500,362500,20,40
542500,362500,20,40
547500,362500,20,40
552500,362500,20,40
557500,362500,20,40
237500,367500,20,40
242500,367500,20,40
247500,367500,20,40
252500,367500,20,40
257500,367500,20,40
262500,367500,25,40
267500,367500,25,45
272500,367500,25,45
277500,367500,20,40
282500,367500,20,35
287500,367500,20,35
292500,367500,20,35
297500,367500,20,35
302500,367500,20,35
307500,367500,20,35
312500,367500,20,35
317500,367500,20,35
322500,367500,20,35
327500,367500,20,35
332500,367500,20,35
337500,367500,20,35
342500,367500,20,35
347500,367500,20,35
352500,367500,20,35
357500,367500,20,35
362500,367500,20,35
367500,367500,20,35
372500,367500,20,35
377500,367500,20,35
382500,367500,20,35
387500,367500,20,35
392500,367500,20,35
397500,367500,20,40
402500,367500,20,40
407500,367500,20,40
412500,367500,20,40
417500,367500,20,35
422500,367500,20,35
427500,367500,20,35
432500,367500,20,35
437500,367500,20,35
442500,367500,20,35
447500,367500,20,35
452500,367500,20,35
457500,367500,20,35
462500,367500,20,35
467500,367500,20,35
472500,367500,20,35
477500,367500,20,35
482500,367500,20,35
487500,367500,20,35
492500,367500,20,35
497500,367500,20,35
502500,367500,20,35
507500,367500,20,35
512500,367500,20,40
517500,367500,20,40
522500,367500,20,40
527500,367500,20,40
532500,367500,20,40
537500,367500,20,40
542500,367500,20,40
547500,367500,20,40
552500,367500,20,40
557500,367500,20,40
232500,372500,20,40
237500,372500,20,40
242500,372500,20,40
247500,372500,20,40
252500,372500,20,40
257500,372500,20,40
262500,372500,20,40
267500,372500,25,40
272500,372500,25,40
277500,372500,20,40
282500,372500,20,35
287500,372500,20,35
292500,372500,20,35
297500,372500,20,35
302500,372500,20,35
307500,372500,20,35
312500,372500,20,35
317500,372500,20,35
322500,372500,20,35
327500,372500,20,35
332500,372500,20,35
337500,372500,20,35
342500,372500,20,35
347500,372500,20,35
352500,372500,20,35
357500,372500,20,35
362500,372500,20,35
367500,372500,20,35
372500,372500,20,35
377500,372500,20,35
382500,372500,20,35
387500,372500,20,35
392500,372500,20,35
397500,372500,20,40
402500,372500,20,40
407500,372500,20,40
412500,372500,20,40
417500,372500,20,35
422500,372500,20,35
427500,372500,20,35
432500,372500,20,35
437500,372500,20,35
442500,372500,20,35
447500,372500,20,35
452500,372500,20,35
457500,372500,20,35
462500,372500,20,35
467500,372500,20,35
472500,372500,20,35
477500,372500,20,35
482500,372500,20,35
487500,372500,20,35
492500,372500,20,35
497500,372500,20,35
502500,372500,20,35
507500,372500,20,35
512500,372500,20,40
517500,372500,20,40
522500,372500,20,40
527500,372500,20,40
532500,372500,20,40
537500,372500,20,40
542500,372500,20,40
547500,372500,20,40
552500,372500,20,40
557500,372500,20,40
227500,377500,20,40
232500,377500,20,40
237500,377500,20,40
242500,377500,20,40
247500,377500,20,40
252500,377500,20,40
257500,377500,20,40
262500,377500,20,40
272500,377500,20,40
277500,377500,20,35
282500,377500,20,35
287500,377500,20,35
292500,377500,20,35
297500,377500,20,35
302500,377500,20,35
307500,377500,20,35
312500,377500,20,35
317500,377500,20,35
327500,377500,20,35
332500,377500,20,35
337500,377500,20,35
342500,377500,20,35
347500,377500,20,35
352500,377500,20,35
357500,377500,20,35
362500,377500,20,35
367500,377500,20,35
372500,377500,20,35
377500,377500,20,35
382500,377500,20,35
387500,377500,20,35
392500,377500,20,35
397500,377500,20,35
402500,377500,20,40
407500,377500,20,40
412500,377500,20,40
417500,377500,20,35
422500,377500,20,35
427500,377500,20,35
432500,377500,20,35
437500,377500,20,35
442500,377500,20,35
447500,377500,20,35
452500,377500,20,35
457500,377500,20,35
462500,377500,20,35
467500,377500,20,35
472500,377500,20,35
477500,377500,20,35
482500,377500,20,35
487500,377500,20,35
492500,377500,20,35
497500,377500,20,35
502500,377500,20,35
507500,377500,20,35
512500,377500,20,40
517500,377500,20,40
522500,377500,20,40
527500,377500,20,40
532500,377500,20,40
537500,377500,20,40
542500,377500,20,40
547500,377500,20,40
552500,377500,20,40
222500,382500,20,40
227500,382500,20,40
232500,382500,20,40
237500,382500,20,40
242500,382500,20,40
247500,382500,20,40
252500,382500,20,40
257500,382500,20,40
262500,382500,20,40
277500,382500,20,35
282500,382500,20,35
302500,382500,20,35
307500,382500,20,35
312500,382500,20,35
322500,382500,20,35
327500,382500,20,35
332500,382500,20,35
337500,382500,20,35
342500,382500,20,35
347500,382500,20,35
352500,382500,20,35
357500,382500,20,35
362500,382500,20,35
367500,382500,20,35
372500,382500,20,35
377500,382500,20,35
382500,382500,20,35
387500,382500,20,35
392500,382500,20,35
397500,382500,20,35
402500,382500,20,35
407500,382500,20,40
412500,382500,20,40
417500,382500,20,35
422500,382500,20,35
427500,382500,20,35
432500,382500,20,35
437500,382500,20,35
442500,382500,20,35
447500,382500,20,35
452500,382500,20,35
457500,382500,20,35
462500,382500,20,35
467500,382500,20,35
472500,382500,20,35
477500,382500,20,35
482500,382500,20,35
487500,382500,20,35
492500,382500,20,35
497500,382500,20,35
502500,382500,20,35
507500,382500,20,35
512500,382500,20,35
517500,382500,20,40
522500,382500,20,40
527500,382500,20,40
532500,382500,20,40
537500,382500,20,40
542500,382500,20,40
547500,382500,20,40
552500,382500,20,40
232500,387500,20,40
237500,387500,20,40
242500,387500,20,40
247500,387500,20,40
322500,387500,20,40
327500,387500,20,40
332500,387500,20,35
337500,387500,20,40
342500,387500,20,35
347500,387500,20,35
352500,387500,20,35
357500,387500,20,35
362500,387500,20,35
367500,387500,20,35
372500,387500,20,35
377500,387500,20,35
382500,387500,20,35
387500,387500,20,35
392500,387500,20,35
397500,387500,20,35
402500,387500,20,35
407500,387500,20,40
412500,387500,20,40
417500,387500,20,40
422500,387500,20,35
427500,387500,20,35
432500,387500,20,35
437500,387500,20,35
442500,387500,20,35
447500,387500,20,35
452500,387500,20,35
457500,387500,20,35
462500,387500,20,35
467500,387500,20,35
472500,387500,20,35
477500,387500,20,35
482500,387500,20,35
487500,387500,20,35
492500,387500,20,35
497500,387500,20,35
502500,387500,20,35
507500,387500,20,35
512500,387500,20,40
517500,387500,20,40
522500,387500,20,40
527500,387500,20,40
532500,387500,20,40
537500,387500,20,40
542500,387500,20,40
547500,387500,20,40
232500,392500,20,40
237500,392500,20,40
242500,392500,20,40
247500,392500,20,40
327500,392500,20,35
332500,392500,20,35
337500,392500,20,40
342500,392500,20,40
347500,392500,20,35
352500,392500,20,35
357500,392500,20,35
362500,392500,20,35
367500,392500,20,35
372500,392500,20,35
377500,392500,20,35
382500,392500,20,35
387500,392500,20,35
392500,392500,20,35
397500,392500,20,35
402500,392500,20,40
407500,392500,20,40
412500,392500,20,40
417500,392500,20,40
422500,392500,20,40
427500,392500,20,35
432500,392500,20,35
437500,392500,20,35
442500,392500,20,35
447500,392500,20,35
452500,392500,20,35
457500,392500,20,35
462500,392500,20,35
467500,392500,20,35
472500,392500,20,35
477500,392500,20,35
482500,392500,20,35
487500,392500,20,35
492500,392500,20,35
497500,392500,20,35
502500,392500,20,35
507500,392500,20,35
512500,392500,20,40
517500,392500,20,40
522500,392500,20,40
527500,392500,20,40
532500,392500,20,40
537500,392500,20,40
542500,392500,20,40
547500,392500,20,40
332500,397500,20,40
337500,397500,20,40
342500,397500,25,40
347500,397500,20,40
352500,397500,20,40
357500,397500,20,40
362500,397500,20,35
367500,397500,20,35
372500,397500,20,35
377500,397500,20,35
382500,397500,20,35
387500,397500,20,35
392500,397500,20,35
397500,397500,20,40
402500,397500,20,40
407500,397500,20,40
412500,397500,20,40
417500,397500,20,40
422500,397500,20,40
427500,397500,20,35
432500,397500,20,35
437500,397500,20,35
442500,397500,20,35
447500,397500,20,35
452500,397500,20,35
457500,397500,20,35
462500,397500,20,35
467500,397500,20,35
472500,397500,20,35
477500,397500,20,35
482500,397500,20,35
487500,397500,20,35
492500,397500,20,35
497500,397500,20,40
502500,397500,20,35
507500,397500,20,40
512500,397500,20,40
517500,397500,20,40
522500,397500,20,40
527500,397500,20,40
532500,397500,20,40
537500,397500,20,40
542500,397500,20,40
332500,402500,20,40
337500,402500,25,40
